review_body,stars,product_category
"No le puedo dar las 5* ya que en mi caso, como tengo mucha cantidad de pelo, y encima con rizo marcado. Me ha servido de poco. No lo alisa totalmente, reduce el frizz y esas cosas. Únicamente lo ""hidrata"". La sensación cuando lo secas,..etc. Es como que se va a romper el pelo, pero después el resultado es bastante bueno. No da para dos veces, a mi me llegó justito y eso que tengo el pelo por encima de los hombros. Le doy 3* porque si es cierto que me llegó antes de tiempo y el precio me resultó económico. Serviría para personas con pelo liso, o sumado o con poca cantidad.",3,beauty
"La mejor sandwichera que he tenido, se desmontan las piezas para poder limpiar bien",5,kitchen
"Carcasa protectora bastante normalita. Fué comprada para un ipad mini. La parte trasera es de plástico duro. En la primera caída ya se rompió la funda. Nada que ver con la original, tampoco el precio. Como cualquier funda que puedes comprar en los chinos.",2,pc
"Son unas medias normales y corrientes. Me cogí una talla primero y después otra mas pequeña... Pero nada, son unas simples medias.",1,drugstore
"Hola, Calidad-Precio y un diseño el cual repetiré.",4,home
"Era un regalo, por lo que no lo devolví por falta de tiempo. muy mala calidd para el precio que tiene, golpeado, faltaba un tornillo del colgador, con manchas de manipulación, plásticos protectores de fotos llenos de suciedad y restos de recortes de plástico. muy mal. sin pila reloj muy delicado sin ninguna protección.",1,home
"Es muy elegante y bonito, en color acero inox, facil y comodo de usar, muy aconsejable, he comprado otro para mis suegros",4,home
Es lo que se ofrece a un buen precio,5,office_product
"El cierre funciona correctamente y es fácil de programar. Los únicos inconvenientes que le veo son: - Algo ruidoso el motor, - Corto alcance del bluetooth, aproximadamente unos 5 o 6 metros",4,home_improvement
"Se cae con facilidad y se desarma, y se le siguen cayendo los trocitos. Ademas es pequeño.",2,wireless
"Carga más lento que con el cargador normal y mi problema era los cables y sigo teniendo el problema, peso muy ligero y un estilo muy sofisticado y elegante",2,wireless
Baja calidad. Se ha roto después de una semana de comprarla.,1,toy
"Está bien, la única pega para mi Saxo I es que el adaptador que trae no vale, pero puedes aprovechar el del pomo antiguo.",4,automotive
"No he podido usar este producto ya que nunca llegó, ya cuando lo compre me mosqueo el precio, era bajo pero pensé que Amazon iba a obligar al vendedor a suministrarlo.Una pena que no podamos tener confianza 100% con lo que pagamos por el Prime. No confíes en el vendedor",1,home_improvement
"La zapatilla es cálida, muy cómoda y agarra bien al suelo. Haya que pedir un número y medio o dos más.",5,shoes
no puedo opinar por que el producto no llego',1,automotive
"Me ha gustado mucho, es negro mate, no se desliza si dejas el móvil en una superficie lisa (Como una mesa por ejemplo) y los botones laterales quedan descubiertos para facilitar su uso. Los bordes del teléfono quedan protegidos y no es una funda aparatosa. Muy recomendable",5,wireless
"A pesar de ser un juguete, pone que soporta líquidos. Que sea de Masterchef parece que le da mas confianza, pero la potencia deja mucho que desear...Ademas cuando le echamos un poco de agua para probarlo, vimos que goteaba constantemente por la parte inferior. La devuelvo y comprare otro modelo diferente",2,toy
No me gusta mucho ellos producto,3,beauty
"El cabecero llegó fuera de su embalaje original,con un plástico muy sucio y parte del cabezal sucio. La empresa de transporte ASM Me comentó que lo tuvieron casi una semana en almacén, desconozco las razones. Por supuesto que el plazo de entrega no se cumplió. Estoy muy descontento.de este servicio.nada más.",3,furniture
Encaja bien. Es el filtro que le viene al pelo a mi coche. Esperemos que salga bueno.,5,automotive
"Al principio era como lo esperaba , pero enseguida se oxido",3,home
Al poco de usarlo ya se le ha ido lis rodamientos de uno de los pedales. Se ven poco fiables desde el principio,1,sports
Acabo de comprarlo y no puedo acceder al su lectura.,1,digital_ebook_purchase
"Para el iPhone 10 no sirve. Imposible sostenerlo al teléfono. Se cae. Pero el aumento es increíble. Para otros teléfonos imagino que servirá,para ajustarlo a la cámara doble del iPhone X no vale.",3,wireless
"No es cristal ni de lejos, es plástico y del malo. No se adhiere a la pantalla y no creo que sea apto para proteger una caída. NO RECOMENDABLE.",1,wireless
Funciona bien. Protege de la suciedad y mantiene el agua muy calentita. El problema es que dudo que me dure para la próxima temporada. Se va deshaciendo el material. Lo primero que ha pasado es que se ha dividido por una costura pegada por la mitad del círculo. Ahora tengo dos semi círculos. Baste dinero para un solo verano.,3,lawn_and_garden
"Para el telefono va bien, normalito pero para la tablet pierde bastante sensibilidad y falla bastante, quizas la redecilla que trae ocasiona perdida de sensibilidad en la pantalla. Es mi opinion",2,wireless
Buen monitor de buena calidad de construcción. El monitor es brillante y con muy buena calidad de imagen. Sólo pena no ser 4k. Optima para personas que tienen macbook pro con puerto usb-c. Gracias Amazon por la entrega rápida y calidad de su servicio!,5,pc
He recibido muy rápido y el principio muy chulo y mi mujer le ha encantado pero vamos a ver cuando dura 👍,4,wireless
No se corresponde.eran letras negras letras de colores y emojis y me envían símbolos de Navidad en vez de las letras de colores,1,home
Realiza bien su función a buen precio. La herramienta para quitar el pasador no es lo bastante resistente si te encuentras alguna dificultad al reemplazar la correa,4,watch
"Me ha gustado la originalidad del kit, el dibujo/chiste Simpson. No me ha gustado la calidad del delantal y la bayeta. Me parece un precio alto.",3,lawn_and_garden
"Fue el más pesado de todos.... No hubo nada que destacará, es el libro para cerrar 'historias' abiertas en los otros pero sin acción.",3,digital_ebook_purchase
"En cuanto hizo un poco de viento se doblaron todas las barillas, una mierda literalmente",1,lawn_and_garden
Comoda y con gran capacidad. Muy contenta con la compra.. Lo recomiendo,5,sports
No me ha gustado por q es muy fría y no sudo nada,2,sports
"Aún no siendo original Samsung, cumple perfectamente su cometido y los acabados son de muy buena calidad para el precio que tiene. Lo compré precisamente para tener el original en casa y este en la oficina y así poder cargar el Samsung Gear Fit2 siempre que lo necesite. Compra recomendada.",5,wireless
"Un producto original para tus fiestas, nosotros lo daremos como pequeños premios de pruebas de cine, nos encanta el cine y es un pequeño gag a la gran pantalla",5,toy
Esta bien pero el aire que tira frio o mejor dicho en modo ventilador se queda un poco escaso en cuanto a potencia pero esta bien,3,home
Perfecto para el kindle,5,other
"Muy buen producto, buena calidad precio, seguro y bonita tela.",4,pc
"Kit con muy buena pinta a primera impresión. Trae como si fuera una plantilla para que el protector se quede completamente recto, lo que me parece muy buena decisión, pero a posteriori el resultado es pésimo. El protector no se pega bien y se queda todo el borde con burbuja, como si no se hubiera pegado, no habiendo manera posible de solucionarlo. La única opción posible es quitarlo y probar a instalar el segundo protector, pero por el precio que tienen prefiero aguantarlo algo más y ya probare el segundo más adelante... Compra bastante decepcionante, una lástima",2,wireless
"Calidad/precio, aceptable",3,wireless
Útil. El único peoblema es que no se puede apagar ni encender la gopro una bez está dentro.,3,sports
"Era para un regalo e incluso la talla XL es demasiado pequeña y entallada, en particular, además la camiseta llegó descosida por un lateral, así que, devuelta.",2,apparel
"Me parece un articulo decente por el precio, pero tiene un gran fallo y es que las sujeciones de la oreja no se pueden ajustar ni quitar, se hace muy incomodo estar con el o cuando te quitas uno de los dos el otro se te termina cayendo del peso, Hay mejores por 2€ mas. Los he devuelto",2,electronics
"Es un producto de calidad normal, hay otros mas eficaces. Prefiero otros con mas poder neutralizador de olores en el arenero de mis gatos",3,pet_products
"La única pega es que pesa un poquito y mi hijo no tiene la suficiente fuerza para darle y que se vean bien los puntos y las vueltas que da.Le tenemos que ayudar un poco, está entretenida.",4,toy
"La linterna viene presentada en una caja muy bonita que puede servir para luego guardarla. En la caja encontramos la linterna y 4 ruedecitas para las proyecciones de los 4 cuentos. Una vez colocada la rueda en la linterna, se ha de regular el foco. Basta con girar un poco la pieza verde de la lente y aparece el dibujo en la pared con gran definición. A más distancia con la pared, más grande se ve la imagen. Para pasar de una imagen a la siguiente basta con girar la ruedecita manualmente. La linterna es de tamaño pequeño, muy manejable para los niños. Lleva una cadenita que puede servir para engancharla a modo de llavero. Funciona con pilas que ya vienen incluidas. Encuentro que es un juguete original, didáctico y con el que pasar un buen rato con los niños.",5,home
Llega rápido y exactamente lo que describe que te va a llegar El producto no es de muy buena calidad Probándolo ya han roto 2,3,beauty
"De momento el móvil va perfecto. Me gusta las nuevas funciones y me parece precioso. El hecho de que no sea español no me ha dado ningún problema, ya que al inicio con la.tarjeta de nuestro operador se configura como español.",5,wireless
"Para la espalda media es algo fuerte, espalda alta o riñones se puede soportar. Para las piernas está muy bien. Por ahora contento pero espero q dure porque eso gira y gira y como algún día pille hueso no sé si me rompo yo o se rompe el aparato, eso está por ver...",3,personal_care_appliances
Se sale toda la tinta y no marcan bien,2,toy
"Pintan bien, se rompen con facilidad y no es tan facil limpiar luego la piel",4,toy
"en 5 o 6 usos una varilla se queda rígida teniendo que maniobrar para poder plegar el paraguas ... el botón para abrirlo también empieza a fallar. las pequeñas bisagras empiezan a oxidarse en el de mi pareja, que tiene un par de meses mas ... Insatisfecho",2,luggage
"Rápido en el envío, lo compré por aquí un pelín más caro ya que dónde lo suelo comprar se quedó sin stock",4,pet_products
"Llegó en perfectas condiciones, con todos sus detalles , el embalaje fue muy bueno para que no sufriese ningún daño. Es un detalle para regalar ideal.",5,toy
La verdad que no se puede exigir mucho,3,electronics
Igual que otra compañera he tenido la he devolver el producto pprque no encendía ni con el cargador ni sin el,1,wireless
Segunda vez que los compro y genial el packaging ha cambiado ahora es mas pequeño. Harto de conectores que se soltaba la funda nada mas moverlos un poco probé con estos conectores. Vienen chapados lo que le da un plus de calidad. Ademas de incluir el protector. El único inconveniente es que podrían venir mas. Los cables quedan a dos niveles lo que es muy útil para ver si los cables están posicionados de manera correcta mirando el conector de frente. El protector del conector es un plus a la hora de ponerlo o quitarlo del switch o tarjeta de red.,4,home_improvement
Hermosas más bonitas que en la foto,5,home
todo ha sido de mi agrado,4,home
"Base y poco más, infumable, si estás empezando ni los toques, o tendrás que hacerte algún pitillo de por medio",2,drugstore
"Se ajusta perfectamente, es resistente, no le doy las 5 estrellas porque donde estan los botones del volumen y bloqueo tiene como unas aberturas q hace que entre todo el polvo a los botones, no se si es por algo o no pero no lo veo lógico, por lo demás bien",3,wireless
Por el precio que valen cumplen de sobras,4,sports
"Son sencillos, y cumplen su función, aunque pensaba que eran de metal y son de plástico (parece buen plástico, de momento resisten). La parte de arriba, va como enroscada, y a veces no queda alineado con el hueco del paraguas, pero bueno por suerte los flashes pueden girar la cabeza. Uno de los dos que me llegaron tiene el tornillo del paraguas super duro, me toca moverlo con un alicate, será cuestión de tiempo para que se afloje un poco. Pero en general van bien.",4,camera
"Producto de calidad, cero perdida de agua.",5,furniture
Salen lis clavos por todas partes. No lo recomendaria,1,lawn_and_garden
"El libro llego en perfectas condiciones, y engancha desd el principio",4,book
Muy dificil de ajustar correctamente. No queda bien ajustado u se hacen burbujas de aire en la pantalla y el polvo se queda adherido interiormente. No me gusta nada!,1,wireless
"Talla exacta, buena calidad precio, el chandal es finito.",5,sports
Es una pena porque al segundo día se empieza a poner amarilla y con manchas de suciedad. Tampoco se puede pedir mucho por el precio al que se vende.,2,wireless
El libro no está mal pero para ser de cartón ( un libro duro en todas sus páginas) es demasiado complicado para niños pequeños y demasiado sencillo para mayores. Aún así cumple su función y lo de la lupa es interesante. La relación calidad precio es muy buena por eso volvería a comprarlo.,3,book
"La powerball esta bien pero la pantalla llego un poco rallada me imagino que sera de una devolucion anterior ,me la quede porque queria usarla para ver si mejoro de una antigua lesion en mi muñeca y ademas no estaba rota.",3,sports
"Después de esperar casi un mes el producto, es tirar el dinero, resultado nefasto, no lo recomiendo en absoluto.",1,automotive
Es mejor de lo que esperaba,5,home
"Es cómoda para que el perro beba, pero no cierra hermético para q no se salga el agua cuando no lo usas",2,home
"Lo probé con mi madre y conmigo, me da error cuando se la tomo a ella, conmigo funciona",3,personal_care_appliances
"Compré 2 para el maletero de mi Cali Ocean y casa con el espacio, quedando un pequeño hueco para las almohadas",4,automotive
"No llegó a casa , no se que pasó con el camión de reparto pero nunca llegó. Eso sí informaron del accidente cuando reclame el pedido .",3,pc
Bastante cómoda... a ver lo q perdura en el tiempo,4,home
"No están mal, el sonido es bueno aunque tampoco gran cosa. Parecen un poco endebles, ya veremos cuanto duran.",4,electronics
Por lo económico es complicado armarlo es de paciencia y tiempo si estas apurado en la cocina lo lanzas por la ventana .... pero si hay tiempo se le pueden cambiar las pilas,3,kitchen
"Buena capacidad pero hacen algo de ruido las costuras de las tiras y cansa en largas caminatas. Tras un mes de uso el cartón del respaldo se abomba resultado incómodo llevar la mochila a la espalda. Además, la que he comprado no es simétrica y siempre cae hacia la izquierda el peso que metes dentro.",2,sports
Cumple las expectativas,5,home
"Por el precio, sales del paso pero al primer golpe se casca, cada dia son todos de menos calidad .",3,wireless
Me enviaron una envasadora defectuosa pero contacté con el comercio y me realizó una sustitución sin inconveniente y en menos de 24 horas ya tenia el reemplazo. No es una máquina preparada para mucho trabajo pero para un uso doméstico poco frecuente esta genial.,5,kitchen
"Compradas por relación prestaciones/precio. Dado que están en servicio y que su adquisición es relativamente reciente, cualquier otra opinión adicional sería prematura.",4,home
Para maderas duras no muy bien.,3,home_improvement
Tenia mis dudas pero es resistente y facil de inchar y desinchar. De momento lo uso en casa para estar en el sofa pero sacandole aire sino queda la cabeza torcida por el respaldo del sofa. El tacto es muy suave y agradable. Y para viajar un acierto y lo mejor es que no ocupa.,5,home
"LA BATIDORA ESTÁ BIEN, LO ÚNICO ES QUE AL MINIMO TIENE DEMASIADA FUERZA. ES MEJOR COMPRAR UNA MULTIFUNCIÓN CON EL BOL INCLUIDO.",2,kitchen
Cumple de sobras con su cometido. La calidad precio es acorde lo esperado.,5,home
"Es Bonita y coincide con fotos, opino que la tapa debería ajustarse un poco más.",4,apparel
Parece mejor de lo que es. Se atascan los precintos en muchas ocasiones.,2,office_product
"Buena protección para la pantalla. Encaja perfectamente y aunque el cristal de la cámara sea muy resistente, con esto tienes doble protección",5,wireless
"Talla un poco justos, pedí la 40-42 y usando una 40, me cuesta ponerle. Pero de largo, muy bien. Llego rápido y tienen un buen toque.",3,apparel
"hay problemas con la carga,por muchas horas que lo esté cargando nunca llega a tope y cada vez la carga dura menos, no es que fuese una maravilla pero es una decepción",2,wireless
"La compre para usarla en el trabajo con los que se pasaran de listos. La precision y potencia deja mucho que desear, pero es divertido.",3,toy
"Lo mejor el tamaño,se ve muy bien",4,sports
Son preciosos pero las tallas son algo pequeñas intentaré de cambiarlos por una talla más yo gasto la 36 pero me pediré la 37,3,shoes
El cristal templado no llega a cubrir ni el 85% de la pantalla,2,wireless
"A mi hija de 6 años le encantan, y se le dan bien , los pasatiempos de Diferencias y laberintos.Después de mirar varios libros, me decidí por éste, y , la verdad es que no acerté, porque es demasiado complicado para su edad.Alguno hay que le ha ido bien, pero, cómo suele ocurrir en estos casos, se ha cansado y no lo coge para nada.Hasta a mi, que soy su madre, alguno me parece demasiado dificil.",2,book
"No me ha gustado nada.Es una vulgar pegatina que para mas inri no pega bien. Vidrio templado? No hay vidrio ninguno. Vergonzoso que no se compruebe lo que mandan de China. En ocasiones,tengo la sensación de estar comprando en Ali Express.",1,sports
"No me ha gustado nada, no recomiendo este carrito, mi hijo se resbalaba todo el rato, las ruedas delanteras no giran y comenzó a chirriar a los cuatro días.",2,baby_product
"No está mal, pero me lo esperaba mejor...",3,apparel
"Los he usado varias veces pero el material tiene un olor feo, ademas el helado coge sabor. :( dinero tirado. lo quiero devolver pero no me da ya opción, no lo recomiendo, ademas que vale un pastón.",2,home
"Es un buen dispensador metálico, con buena presencia y capacidad. La tapa por donde se echa el jabón se oxida con el paso del tiempo.",4,home
"Las letras están muy bien. Son como aparecen en la imagen. Y a mi hijo le encantan. El único defecto que le pongo es la disposición del imán, porque en algunas letras viene en un lateral y la letra queda torcida... No tiene importancia y ese es el único pero que le encuentro.",4,sports
"Lo bueno. Es una pantalla Samsung algo que hoy en dia al menos es hablar del mejor y mayor fabricantes de pantallas led. (Que se lo pregunten a Apple o Huawei). Su relacion calidad precio esta muy por encima de lo que otros fabricantes se pueden permitir. No es Qled ni nada parecido, no es ultima generacion de casi nada, pero al menos para mi, da una calidad fenomenal con UHD. Se relaciona con los moviles samsung muy facilmente. Lo malo. La serie anterior(la de las patas en V) tenia unos acabados y en general algunas caracteristicas mas ""premium"" que esta serie. Marcos de acero, mando de acero muy bonito, mas capacidad de conexion, ....pero eso ahora solo lo ofrecen en tv de 43"" hacia arriba. Lo peor: Para mi es inconcebible qje no tenga ni una maldita salida de audio minijack o RCA. O SPDIF o Bluetooth. No todos tenemos o queremos sistemas de audio inalambricos y el precio para un fabricante de una conexion de este tipo dudo que llegue a los 2 euros Salvo eso y a 350€ en enero 2019 me parece un autentico chollo.",4,wireless
¿Alguien me puede responder por qué no es compatible con fire tv?,1,other
"El despertador está bien y es chulo. El problema es que llegó desembalado, usado y encima el último dígito no funciona. Es el segundo despertador de este tipo que he de devolver por lo mismo: mal funcionamiento y se ve que son usados. Le daré una última oportunidad y lo volveré a comprar ya que ando buscando un despertador de estas características. Bien por Amazon ya que me ha devuelto el dinero sin problemas, pero a ver si a la tercera va la vencida...",2,home
"Todo ha llegado perfectamente, aunque por el precio igual podían haber metido algunas fichas de bala o tablero, para compensar eso. Por lo general muy bien.",4,toy
A la semana de funcionar dejo de dar corriente,1,home_improvement
Se despega con facilidad..por lo demás bien.,2,home
"Pues no estoy contenta, no ha llegado todabia y ya debería de estar aquí.como lo puedo reclamar para que se solucione.",1,apparel
"Aún no lo hemos recibido, hasta hoy nos hubiera servido para algo, a partir de hoy ya no lo necesitamos.",1,toy
"Al 3er día de estar colocadas las cuerdas; sin ninguna acción extraña, y sin estar tocando, se partió la 1ª (mi)",2,musical_instruments
Precio muy bien pero no cortan perfectas,3,home
"Vienen dos con dos kits para la limpieza de la cámara previa a la colocación del cristal templado. Viene en una cajita de madera que lo veo seguro. Estarían bien unas instrucciones porque las pegatinas no las entendía, pero en Youtube hay vídeos explicativos. Se ajusta a mi D3400.",5,wireless
És una moncada. Perfecto para niña de tres años,4,toy
"El paraguas es pequeño para llevar de mano, los dibujos son bonitos, perfectos para niñas, mi hija está encantada, pero el material es fino y un poco flojo.",4,luggage
"Se ve buena calidad pero el color no era el que esperabamos, además la forma era más redondeada.",2,home_improvement
cumple con su funcion,5,wireless
"Para poder jugar un jugador solo puede ser el presentador y tiene que estar con el folleto en la mano para ver si la letra que dices está en ese panel, esto relentiza mucho el juego...si lo llego a saber no lo compro. Es caro para el juego que da...yo pagaría por el como mucho 15€ ,nunca 30 como vale.",1,toy
MUÑECA MUY BIEN ACABADA Y CON MUCHOS DETALLES. FUE PARA UN REGALO Y LE ENCANTO. MUY RECOMENDABLE.,5,toy
"Tras una semana de uso, el gato ya se ha roto. Poca calidad. El resto, perfecto.",3,beauty
"El disco funciona, pero lo encontré fuera del buzón en el suelo de la entrada a mi casa, al parecer lo lanzaron desde la calle por encima de la puerta (una puerta pequeña que da acceso a la entrada, anterior a la puerta principal) no lo introdujeron en el buzón, con haber doblado un poco el sobre en el que venia habría sido suficiente para meterlo en el buzón, el embalaje es suficiente para un trato normal, pero muy escaso como para lanzarlo por encima de una puerta.",3,pc
"Parecía más funcional para lo que realmente es en sí. Quizá haya otras opciones por menos dinero y que sean más funcionales. El agarre está aceptable, pero el especio de las sds es muy corriente, nada del otro mundo en general.",2,electronics
Se le sale el agua por todos lados e tratado de arreglarla la e desarmado y le e puesto silicona de junta pero los tornillos que sujetan todo el frente se a partido e tenido que tirarla la tenia que haber devuelto e perdido el dinero por querer arreglarlas mala calidad no la aconsejo.,1,lawn_and_garden
"Un monton de sonidos, a mi enana le encanta aporrearlo y doblarlo. El mejor precio de todos. Recomendable",5,toy
No he recibido ni el nido de abeja ni las gelatinas de colores,1,camera
"Malísimo, solo vibra. Pensaba que era otra cosa por el precio que tiene. Hace daño, el ruido de la vibración se escucha más que la música.",1,toy
Demasiados pequeños me equivoqué de tamaño. No le encuentro la utilidad. Pero rápidos en servir producto. No cabe apenas frutos secos.,3,home
"Producto totalmente recomendable. Lo he probado aún poco en la moto, pero lo veo fuerte, sin vibración y de calidad más que aceptable por el precio que se paga por el. Me ha llegado bastante antes de lo esperado.",5,home_improvement
"Muy ameno , lo recomiendo.",5,book
"Llegó muy rápido, todo perfecto aunque tenía un pequeño golpe en la punta, por lo demás todo bien",4,book
"SOLICITO LA DEVOLUCIÓN DEL PRODUCTO U OTRO DE MEJORES CARACTERÍSTICAS EN SU LUGAR. NO LO HE PODIDO UTILIZAR DESDE QUE LOS RECIBÍ, UNO NO CONECTA CON INTERNET Y EL OTRO SE QUEDA PILLADO, AL ABRIR ANDROID.",1,other
"los botones no coinciden, tampoco coincide el jack de audio y es incluso necesario quitar la carcasa para poder realizar una carga",1,wireless
Funciona correctamente. Y cumple sus expectativas. Por lo menos de.momento. no me arrepiento de haberlo comprado.,4,sports
La calidad es inferior a lo que esperaba. Tejido como plástico y acabado que deja bastante que desear.,2,home
"Es un producto difícil de encontrar, la calidad esta bien se puede mejorar pero para el precio que tiene a mi me sirve.",4,home_improvement
Fina la tela y más pequeño,5,apparel
Está muy bien. Es lo que promete para el precio q está. El pie no tiene muy buena respiración. Es un calzado para usar de vez en cuando.,3,shoes
"El libro tiene múltiples desperfectos, golpes, rozones, etc. Parece de segunda mano (y aún así en malas condiciones). Muy decepcionado",1,book
"La estética está muy poco conseguida, solo los uso para botines y botas",3,apparel
Se abre y cierra muy mal,2,pc
Lo puse en mi torre con 6 ventiladores de 3 pines . Y funciona sin problrma .,5,pc
"No me gusta mucho el producto . El envase viene directamente sin caja empaquetar ni precintar (en una bolsita de embalaje) es demasiado líquido y la sensación que me deja es de tirantez, irritación y sequedad ( yo tengo la piel mixta con tendencia a seca) No he notado después de casi dos semanas nada",2,beauty
Te mandan los artículos sin haberlos pagado.,1,pc
Funciona bien de momento Cumple para lo q es,4,watch
Cambié solo uno en un Megane 2 y va de maravilla el maletero sube solo fácil de montar muy contento,5,automotive
"Se adapta perfectamente al Mini Bose, pero no cabe el enchufe del cargador.",3,electronics
"Me esperaba mejor sonido, me han decepcionado tanto en comodidad como en sonido, es muy metalico y de poca calidad. no los recomiendo.",2,electronics
"No cargaba cuando llegó, lo tuve que tirar, no encendía, ni cargaba ni na, no vale la pena, no comprar",1,pc
"No funciona, probado con dos kinect de enciende la luz del adaptador pero no la de la kinect.",1,pc
Muy bueno el producto de gran utilidad,4,sports
"Me ha llegado la caja totalmente abollada, es para regalo y no puedo de lo mal que ha venido. Le he escrito al vendedor para comentarlo y ni me ha respondido.",1,toy
"No está mal, un a colcha fina para "" verano"". El color no correspondía , más que un gris, es un blanco roto",3,home
No es lo que yo pedí! Y olor no dura nada,1,beauty
"Es muy práctica y cómoda, además si se cae el móvil (No a menudo) protege bien es muy práctica yo os la recomiendo",2,wireless
Muy bien calidad precio,5,automotive
"El zoom no funciona con la lente Tamron 24-70 2.8. Atascado a 50 mm. Yongnuo me informó que no funcionará correctamente con lentes que no sean de cañón, lo que no dice. Mi viejo flash Canon Speedlite funcionaba perfectamente con la lente Tamron. En el segundo uso, el flash no se enciende. Si abre y cierra la puerta de la batería, a veces se encenderá. Hay un contacto roto en alguna parte. El flash es inútil. Me puse en contacto con Yongnuo, quien me dijo que era un error conocido, y que obtendría un reemplazo, pero solo si pagaba el franqueo desde y hacia China, que es más de lo que vale el flash. No compre este flash. Gaste más y compre el canon si lo necesita para ser confiable.",1,camera
El producto me gusta mucho. Por ese precio no se le pueden pedir muchas cosas. Lo único que deberían tener mas medidas para el futuro. Gracias !,4,jewelry
no me llego el articulo y se me ha reembolsado el importe,1,home
"No he podido conectarme a ella, muy difícil de configurar.",2,home_improvement
Se ajusta perfectamente al teléfono. Compré dos por el precio que tiene por si se estropea el material. Por el momento contenta con la compra,5,wireless
"Es para mi bebe de 13 meses, perfecto, suave, calidad muy buena y colores para todas las épocas del año.",5,baby_product
"¿Cómo llega el producto rallado? Con marcas y sin ningún tipo de protección en la caja. Me parece vergonzoso el precio que tiene y encima que te lo traigan dañado. Muy descontenta, muy muy descontenta. Encima una pieza suelta. No entiendo cómo lo traen así.",1,toy
Es estupendo y dura muchísimo si le da suficiente sol,5,home
"El producto me ha llegado en perfectas condiciones. Lo recomiendo 100%. Vale la pena, buena calidad y buen precio. :)",5,beauty
"Necesitaba una mochila pero el material no es muy bueno, no superó mis expectativas",3,luggage
No es muy real. Hay que tener una forma física aceptable para notar su intensidad y funcionalidad.,3,sports
Ahora qeu voy a empezar la operación bikini que mejor manera que tener una bascula de cocina para poder pesar todo tipo de alimentos que vamos a consumir en nuestra dieta. La balanza es de acero inoxidable muy bonita y que pesa perfectamente y sin errores toda la comida. Tiene una especie de soporte detras que incluso puedes colgarla en algun soporte de la cocina. Funciona muy bien. Contento con la compra.,5,home
Exacto que en las fotos,5,lawn_and_garden
"Para el precioso no está mal, aunque cuesta un poco moverlo",4,baby_product
No se pega por los laterales. Y por abajo tampoco. Y uno de ellos ha venido un poco defectuoso que seguro afecta al ponerlo,2,wireless
"Llegó con puntualidad, incluso antes de lo previsto. Es lo que esperaba, buena calidad...muy bien. Buena relación calidad - precio",5,other
Un inhalambrico mas. no hace ruidos raros y se escucha bastante bien.,3,electronics
"Lo compré porque creía que era negro y sólo llevaba la parte blanca que se ve. Al recibirlo, vi que por el otro lado era totalmente blanco. Mal detalle que en las fotos no aparezca por ambos lados para cerciorarte que es lo que buscas.",3,toy
"Me han sorprendido muy gratamente estas toallas, son de una excelente calidad, no sueltan pelusa y secan estupendamente , las recomiendo",5,home
"La calidad de visión nocturna es buena, la sincronización es fácil, pero al moverla mínimamente se ha partido, la pieza que une la cámara con el soporte es muy débil. Además no discrimina el movimiento y cada vez que pasaba por delante un mosquito saltaba, por lo que por las noches tenía unas 15 alarmas falsas",1,wireless
Funciona muy vien ba genial,5,home_improvement
"De buena calidad, le dan un toque muy bonito al patio.",4,home
"de piel, bonitos y buena calidad",3,sports
Pues me lo esperaba más grande por el precio que tiene.. se ve de buena calidad el material pero muy justa.,3,luggage
Se abre mal la parte donde va el chupete y el enganche es endeble. Para el precio que tiene tampoco se puede esperar mucho más,2,baby_product
"No me sirvió para nada. He intentado más de una vez, por si no lo hacía bien, pero nunca me ha dado resultado.",2,beauty
"Relación precio calidad, muy bueno. Es cómoda para un niño de 6 años. solo un pequeño matiz, el reposacabezas se reclina pero con poco angulo; al dormir a veces le vence la cabeza hacia delante. Es mas por forma de acomodarse, aun que algo más de angulo, vendría bien.",4,baby_product
"Muy buen cable, llego cuando dijeron, lo recomiendo",5,pc
Queda muy bien y son muy comodas pero cuando las he llevado a poner las tapas al zapatero me han dicho que no son de piel así que es un poco engañosa la descripción que dan,2,shoes
"No vale,no es el tamaño,con seguridad.Parece de calidad pero le falta por los lados,las dos estrellas es por que llego.",2,wireless
Están genial y con diversos colores,5,sports
"Los auriculares que me han llegado están incompletos y funcionan mal (los compre de segunda mano), pero he tenido la oportunidad de probar unos comprados de fábrica y son excelentes en cuanto a calidad de sonido, traen multitud de cables y enchufes para que los puedas usar con cualquier dispositivo y en cualquier país, la duración de las baterías (trae dos para que cargues una mientras usas la otra) es muy buena, la única pega que les encuentro es que aprietan un poco, deberían tener algo más de holgura, por lo demás, perfectos.",4,pc
"Poca duración de la batería, 1 día y con poco uso",3,wireless
Esta bien. Es tal cual se ve y tiene bastante capacidad. Entra la merienda de dos niños mas o menos con dos botellas de agua o un taper para meter comida. Pensaba que sería mas pequeña,4,home
"Vale que por el precio que piden no se pueda esperar mucho pero al final es simple goma espuma. La nariz no se queda pegada y se cae cada dos por tres, ademas que a la tercera vez que la puse se rompió. Si buscan algo para tontear unos segundos y desde lejos estos pueden serviros, pero si quereis algo para llevar puesto y que sea creible pasen de este producto.",2,toy
Llegó 4 - 5 dias mas tarde y el embalaje deja que desear es como que ya le hubiesen abierto. De momento parece que esta bien,2,personal_care_appliances
muy calido y ajustado..bueno para este tiempo frio,4,apparel
"Buen producto, pero creo que el mercado ofrece mejores.",3,drugstore
"Echa mucha agua, para mí gusto",3,office_product
